,자치구,합계,남자,여자
769,강동구,496471.0,248560.0,247911.0
770,강동구,496160.0,248430.0,247730.0
771,강동구,495138.0,247973.0,247165.0
772,강동구,492629.0,246641.0,245988.0
773,강동구,490110.0,245337.0,244773.0
774,강동구,489173.0,244945.0,244228.0
775,강동구,487905.0,244172.0,243733.0
776,강동구,486976.0,243641.0,243335.0
777,강동구,485571.0,242824.0,242747.0
778,강동구,484900.0,242393.0,242507.0
779,강동구,483379.0,241503.0,241876.0
780,강동구,482207.0,240832.0,241375.0
781,강동구,480805.0,240008.0,240797.0
782,강동구,478735.0,238945.0,239790.0
783,강동구,476597.0,237816.0,238781.0
784,강동구,472377.0,235632.0,236745.0
785,강동구,465834.0,232242.0,233592.0
786,강동구,462103.0,230345.0,231758.0
787,강동구,458658.0,228709.0,229949.0
788,강동구,455189.0,226878.0,228311.0
789,강동구,450926.0,224607.0,226319.0
790,강동구,447881.0,222989.0,224892.0
791,강동구,444168.0,221118.0,223050.0
792,강동구,449019.0,223488.0,225531.0
793,강동구,448953.0,223355.0,225598.0
794,강동구,442654.0,220064.0,222590.0
795,강동구,436223.0,216777.0,219446.0
796,강동구,434027.0,215588.0,218439.0
797,강동구,432749.0,214740.0,218009.0
798,강동구,430705.0,213528.0,217177.0
799,강동구,427573.0,211816.0,215757.0
