기간,자치구,동,합계,,,자영업주 및 무급가족,,상용근로자,,임시 및 일용근로자,,기타 종사자,
기간,자치구,동,사업체수,총종사자수,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수
2012,강동구,암사3동,575,"2,019",888,592,232,"1,301",575,98,60,28,21
2012,강동구,천호1동,"1,555","5,296","2,681","1,682",647,"2,343","1,276","1,020",560,251,198
2012,강동구,천호3동,"1,862","6,456","3,120","1,928",843,"3,315","1,536",679,314,534,427
2012,강동구,성내1동,"2,137","14,744","5,508","1,906",747,"9,573","3,600","2,918",915,347,246
2012,강동구,성내2동,"1,954","7,849","4,134","2,118",913,"3,208","1,357","1,069",548,"1,454","1,316"
2012,강동구,성내3동,"2,372","10,355","4,573","2,466","1,106","6,262","2,540","1,276",691,351,236
2012,강동구,둔촌1동,402,"1,390",626,423,216,809,314,109,63,49,33
2012,강동구,둔촌2동,"1,575","9,051","4,346","1,581",653,"6,459","3,127",805,448,206,118
2012,강동구,암사1동,"1,947","4,984","2,327","2,212",937,"1,990",901,655,398,127,91
2012,강동구,천호2동,"3,404","13,651","6,960","3,642","1,629","6,135","3,209","2,138","1,235","1,736",887
2012,강동구,길동,"3,868","18,786","9,120","3,958","1,643","10,494","4,785","2,129","1,070","2,205","1,622"
2013,합계,합계,"785,094","4,585,090","1,978,718","741,444","305,522","3,127,708","1,301,388","543,480","269,179","172,458","102,629"
2013,종로구,소계,"39,326","235,681","103,147","38,532","15,797","170,347","71,653","20,072","11,705","6,730","3,992"
2013,종로구,사직동,"3,466","45,046","19,554","2,107","1,061","38,999","16,346","2,548","1,510","1,392",637
2013,종로구,삼청동,650,"3,980","1,967",496,281,"3,101","1,386",256,200,127,100
2013,종로구,부암동,483,"3,590","1,859",461,234,"1,794",847,496,337,839,441
2013,종로구,평창동,662,"2,635","1,396",552,293,"1,732",912,273,154,78,37
2013,종로구,무악동,558,"1,388",665,560,144,671,438,107,51,50,32
2013,종로구,교남동,315,"3,493","2,014",275,112,"2,856","1,603",157,96,205,203
2013,종로구,가회동,607,"8,218","2,610",538,302,"7,060","1,924",603,377,17,7
2013,종로구,종로1.2.3.4가동,"15,713","97,700","40,169","14,961","5,749","73,593","29,367","7,323","3,969","1,823","1,084"
2013,종로구,종로5·6가동,"7,735","24,602","9,407","8,593","3,457","14,080","4,858","1,585",946,344,146
2013,종로구,이화동,"1,139","13,777","8,168",910,405,"10,050","5,914","2,591","1,773",226,76
2013,종로구,창신1동,"2,250","6,408","3,038","2,918","1,129","2,411","1,283",694,335,385,291
2013,종로구,창신2동,858,"2,331","1,293","1,176",535,881,571,238,160,36,27
2013,종로구,창신3동,269,794,379,300,119,393,205,73,40,28,15
2013,종로구,숭인1동,531,"1,659",937,634,276,860,532,151,116,14,13
2013,종로구,숭인2동,"1,683","5,682","2,844","1,819",655,"2,476","1,188",578,311,809,690
2013,종로구,청운효자동,795,"5,625","2,384",705,364,"4,354","1,672",445,282,121,66
2013,종로구,혜화동,"1,612","8,753","4,463","1,527",681,"5,036","2,607","1,954","1,048",236,127
2013,중구,소계,"64,846","370,070","160,781","65,482","28,526","265,280","108,183","28,278","17,467","11,030","6,605"
2013,중구,소공동,"3,823","61,868","24,627","2,308",935,"55,431","21,193","3,046","1,846","1,083",653
2013,중구,회현동,"9,869","47,252","21,742","11,345","6,453","31,013","12,012","2,860","1,771","2,034","1,506"
2013,중구,명동,"6,855","103,320","44,495","4,740","1,993","89,413","36,759","7,306","4,658","1,861","1,085"
2013,중구,필동,"3,196","21,901","8,675","2,728",885,"16,473","6,203","2,331","1,331",369,256
2013,중구,장충동,844,"9,297","4,572",647,254,"7,619","3,684",641,419,390,215
2013,중구,광희동,"10,372","36,642","16,646","11,144","4,532","21,174","9,458","2,938","1,785","1,386",871
2013,중구,을지로동,"9,814","27,740","8,791","10,087","2,525","14,364","4,717","1,702",806,"1,587",743
2013,중구,신당5동,"1,156","4,043","1,933","1,357",599,"1,705",763,848,487,133,84
2013,중구,황학동,"2,055","5,702","2,214","2,363",864,"2,895","1,139",364,182,80,29
2013,중구,중림동,"1,045","8,292","3,962",940,375,"5,766","2,614",666,433,920,540
2013,중구,신당동,"12,219","26,112","14,259","14,416","7,790","8,192","4,130","3,160","2,235",344,104
2013,중구,다산동,"1,119","7,855","4,208",978,357,"5,439","2,932","1,274",846,164,73
2013,중구,약수동,834,"3,478","1,862",872,425,"2,129","1,119",282,174,195,144
2013,중구,청구동,702,"3,274","1,215",625,232,"2,080",677,520,268,49,38
2013,중구,동화동,943,"3,294","1,580",932,307,"1,587",783,340,226,435,264
2013,용산구,소계,"20,067","127,151","53,850","18,035","7,642","87,976","35,365","15,997","8,189","5,143","2,654"
2013,용산구,후암동,819,"5,239","3,086",886,398,"3,532","2,123",787,545,34,20
2013,용산구,용산2가동,511,"2,934","1,386",533,205,"2,132","1,021",258,152,11,8
2013,용산구,남영동,"1,612","20,356","7,246","1,341",619,"11,639","3,551","4,311","1,576","3,065","1,500"
2013,용산구,원효로2동,"1,190","6,812","2,238",947,342,"5,299","1,592",350,226,216,78
2013,용산구,효창동,535,"2,603","1,120",432,169,"1,561",760,458,98,152,93
2013,용산구,용문동,637,"1,600",748,692,319,787,350,103,66,18,13
2013,용산구,이촌1동,805,"3,486","1,927",754,419,"2,345","1,231",357,247,30,30
2013,용산구,이촌2동,337,876,297,356,123,387,139,108,30,25,5
2013,용산구,이태원1동,"1,584","7,121","3,176","1,561",764,"4,401","1,796","1,110",580,49,36
2013,용산구,이태원2동,597,"2,215",946,626,268,"1,413",588,172,88,4,2
2013,용산구,서빙고동,405,"4,616","1,836",329,131,"3,875","1,552",332,138,80,15
2013,용산구,보광동,772,"2,091",963,969,456,782,328,253,119,87,60
2013,용산구,청파동,"1,890","10,019","5,574","2,245","1,005","4,680","2,327","2,825","2,038",269,204
2013,용산구,원효로1동,"1,725","8,110","2,722","1,477",575,"5,800","1,710",584,325,249,112
2013,용산구,한강로동,"4,988","33,136","13,210","3,532","1,229","26,292","10,198","2,728","1,396",584,387
2013,용산구,한남동,"1,660","15,937","7,375","1,355",620,"13,051","6,099","1,261",565,270,91
2013,성동구,소계,"24,803","143,803","56,979","23,022","8,559","103,058","39,583","13,327","6,621","4,396","2,216"
2013,성동구,왕십리2동,746,"1,926","1,014",789,312,921,556,167,108,49,38
2013,성동구,마장동,"3,146","10,974","3,587","2,951",946,"6,797","2,166","1,134",470,92,5
2013,성동구,사근동,963,"9,219","4,767",995,409,"6,418","3,270","1,709","1,026",97,62
2013,성동구,행당1동,"1,400","8,526","3,997","1,359",617,"5,747","2,531","1,319",768,101,81
2013,성동구,행당2동,571,"2,107","1,248",630,294,"1,200",782,202,119,75,53
2013,성동구,응봉동,384,"1,024",476,394,149,506,258,112,67,12,2
2013,성동구,금호1가동,571,"1,658",862,590,231,746,415,234,148,88,68
2013,성동구,금호4가동,616,"1,963",920,681,310,"1,127",520,103,51,52,39
2013,성동구,성수1가1동,"1,336","6,683","2,379","1,247",386,"3,921","1,379",971,380,544,234
2013,성동구,성수1가2동,"1,946","12,598","4,393","1,666",559,"9,567","3,264","1,125",471,240,99
2013,성동구,성수2가1동,"2,351","14,571","5,378","2,173",818,"10,780","3,733",933,399,685,428
2013,성동구,성수2가3동,"4,690","43,517","15,419","3,348","1,040","36,510","12,818","2,772","1,358",887,203
2013,성동구,송정동,712,"2,156",837,715,229,"1,274",548,114,49,53,11
2013,성동구,용답동,"2,050","13,485","4,933","1,868",632,"10,088","3,669","1,001",387,528,245
2013,성동구,왕십리도선동,"1,588","8,254","3,953","1,719",720,"4,911","2,236",820,422,804,575
2013,성동구,금호2.3가동,974,"2,422","1,368","1,179",568,976,605,234,170,33,25
2013,성동구,옥수동,759,"2,720","1,448",718,339,"1,569",833,377,228,56,48
2013,광진구,소계,"24,676","119,965","51,779","25,360","10,743","67,382","28,751","22,816","9,766","4,407","2,519"
2013,광진구,화양동,"2,456","14,197","6,860","2,686","1,156","8,169","3,950","3,155","1,647",187,107
2013,광진구,군자동,"1,572","7,832","3,556","1,615",692,"4,160","1,778","1,771",884,286,202
2013,광진구,중곡1동,"1,601","6,943","2,970","1,749",756,"3,992","1,554",827,460,375,200
2013,광진구,중곡2동,"1,748","5,699","2,988","1,863",816,"2,896","1,509",636,417,304,246
2013,광진구,중곡3동,"1,359","4,778","2,196","1,542",659,"1,976",956,"1,012",417,248,164
2013,광진구,중곡4동,"1,572","4,959","2,159","1,717",680,"1,974",914,"1,240",549,28,16
2013,광진구,능동,698,"4,466","2,291",599,253,"2,803","1,319",485,324,579,395
2013,광진구,구의1동,"1,838","6,361","2,620","1,858",781,"3,446","1,423",858,363,199,53
2013,광진구,구의2동,"1,314","5,211","2,234","1,411",569,"2,866","1,193",628,339,306,133
2013,광진구,구의3동,"2,596","19,699","6,543","2,395",963,"11,072","4,181","5,779","1,114",453,285
2013,광진구,광장동,"1,361","10,953","4,923","1,129",561,"7,182","3,124","1,994",985,648,253
2013,광진구,자양1동,"1,694","8,364","3,346","1,738",760,"5,494","1,932",854,448,278,206
2013,광진구,자양2동,"1,517","7,311","3,048","1,539",579,"4,324","1,769","1,160",564,288,136
2013,광진구,자양3동,"1,317","6,244","3,107","1,202",503,"3,693","1,832","1,244",708,105,64
2013,광진구,자양4동,"2,033","6,948","2,938","2,317","1,015","3,335","1,317","1,173",547,123,59
2013,동대문구,소계,"31,972","132,100","60,393","33,678","13,450","77,132","34,292","14,750","8,016","6,540","4,635"
2013,동대문구,회기동,990,"10,029","5,212","1,163",540,"6,454","3,303","2,202","1,181",210,188
2013,동대문구,휘경1동,"1,041","3,869","1,942","1,176",499,"2,050","1,015",383,216,260,212
2013,동대문구,휘경2동,"1,092","4,462","2,325","1,132",339,"3,001","1,780",279,169,50,37
2013,동대문구,청량리동,"1,687","8,301","3,746","1,841",809,"5,270","2,038",674,402,516,497
2013,동대문구,용신동,"5,504","27,882","11,832","5,272","1,965","17,501","6,731","2,724","1,452","2,385","1,684"
2013,동대문구,제기동,"4,697","11,249","5,075","5,407","2,339","4,724","2,009",577,325,541,402
2013,동대문구,전농1동,"2,244","7,761","3,963","2,569","1,177","3,669","1,838","1,291",866,232,82
2013,동대문구,전농2동,845,"4,362","2,408",871,380,"3,151","1,808",313,215,27,5
2013,동대문구,답십리1동,"2,095","10,111","3,788","2,103",715,"6,153","2,504","1,501",364,354,205
2013,동대문구,답십리2동,"2,003","5,735","2,256","2,032",657,"3,049","1,236",347,194,307,169
2013,동대문구,장안1동,"4,376","20,752","9,258","4,261","1,541","13,292","5,681","1,999","1,073","1,200",963
2013,동대문구,장안2동,"3,190","10,088","5,158","3,418","1,420","5,222","2,681","1,196",902,252,155
2013,동대문구,이문1동,"1,476","5,316","2,538","1,633",725,"2,599","1,265","1,044",524,40,24
2013,동대문구,이문2동,732,"2,183",892,800,344,997,403,220,133,166,12
2013,중랑구,소계,"27,490","96,038","44,820","31,061","12,414","45,264","20,627","15,443","9,162","4,270","2,617"
2013,중랑구,면목2동,"2,018","6,140","2,629","2,370",965,"2,360",985,"1,053",628,357,51
2013,중랑구,면목4동,"1,058","3,407","1,499","1,230",529,"1,598",631,538,313,41,26
2013,중랑구,면목5동,"1,002","3,740","1,498","1,240",478,"1,823",678,641,336,36,6
2013,중랑구,면목7동,"1,507","4,122","2,133","1,991",881,"1,325",726,784,517,22,9
2013,중랑구,상봉1동,"1,100","6,159","2,973","1,053",421,"3,134","1,165","1,007",603,965,784
2013,중랑구,상봉2동,"2,164","9,971","4,480","2,374","1,020","5,611","2,134","1,237",820,749,506
2013,중랑구,중화1동,"1,100","3,655","1,917","1,137",429,"1,641",976,602,319,275,193
2013,중랑구,중화2동,"2,286","6,673","3,139","2,730","1,189","2,546","1,153","1,139",708,258,89
2013,중랑구,묵1동,"1,503","5,870","2,723","1,572",627,"3,040","1,616","1,063",365,195,115
2013,중랑구,묵2동,"1,752","5,333","2,275","1,890",670,"2,624","1,026",606,396,213,183
2013,중랑구,망우3동,"1,072","3,543","1,694","1,199",474,"1,421",833,619,350,304,37
2013,중랑구,신내1동,"1,574","7,895","3,334","1,634",579,"5,091","2,029","1,014",627,156,99
2013,중랑구,신내2동,"1,074","5,172","2,571","1,069",432,"3,247","1,621",792,468,64,50
2013,중랑구,면목본동,"2,454","6,842","3,691","3,045","1,380","2,028","1,082","1,546","1,050",223,179
2013,중랑구,면목3.8동,"3,043","7,685","3,366","3,423","1,049","2,655","1,344","1,472",866,135,107
2013,중랑구,망우본동,"2,783","9,831","4,898","3,104","1,291","5,120","2,628","1,330",796,277,183
2013,성북구,소계,"25,074","108,141","51,811","27,298","11,413","57,026","27,295","20,823","11,320","2,994","1,783"
2013,성북구,돈암1동,382,"1,383",765,368,129,793,502,135,90,87,44
2013,성북구,돈암2동,363,"1,716","1,127",321,141,"1,267",892,117,84,11,10
2013,성북구,안암동,"1,329","13,134","5,442","1,431",588,"7,718","3,268","3,799","1,496",186,90
2013,성북구,보문동,"1,239","4,121","1,836","1,333",482,"1,870",935,871,408,47,11
2013,성북구,정릉1동,787,"1,937",954,871,350,812,477,210,116,44,11
2013,성북구,정릉2동,957,"2,832","1,277","1,019",385,"1,330",681,350,151,133,60
2013,성북구,정릉3동,674,"4,343","1,856",706,298,"2,546","1,041","1,053",499,38,18
2013,성북구,정릉4동,871,"3,870","1,453",961,386,"2,315",755,509,250,85,62
2013,성북구,길음1동,"1,151","3,619","2,103","1,266",599,"1,725","1,103",595,370,33,31
2013,성북구,길음2동,"1,116","4,612","2,634","1,095",562,"2,507","1,363",796,540,214,169
2013,성북구,월곡1동,"1,192","4,899","2,260","1,388",659,"2,594","1,147",755,382,162,72
2013,성북구,월곡2동,"1,798","8,745","4,519","1,927",717,"4,619","2,285","2,043","1,404",156,113
2013,성북구,장위1동,"1,131","2,838","1,482","1,318",529,"1,040",633,378,262,102,58
2013,성북구,장위2동,"1,663","5,078","2,349","2,057",872,"1,701",853,"1,273",599,47,25
2013,성북구,장위3동,"1,212","4,452","1,870","1,399",525,"2,280",812,655,448,118,85
2013,성북구,성북동,"1,021","5,115","2,633",956,420,"3,376","1,701",609,414,174,98
2013,성북구,삼선동,"1,866","9,510","4,550","1,895",818,"6,333","2,907",846,543,436,282
2013,성북구,동선동,"1,974","10,170","5,673","2,120",970,"4,746","2,631","2,940","1,789",364,283
2013,성북구,종암동,"2,093","7,550","3,645","2,349",986,"3,551","1,850","1,497",710,153,99
2013,성북구,석관동,"2,255","8,217","3,383","2,518",997,"3,903","1,459","1,392",765,404,162
2013,강북구,소계,"19,248","69,468","35,977","21,489","9,069","31,615","15,804","10,425","6,519","5,939","4,585"
2013,강북구,번1동,"1,693","8,783","4,977","1,804",820,"3,759","1,804","1,140",704,"2,080","1,649"
2013,강북구,번2동,653,"3,128","1,127",654,201,"2,120",687,217,132,137,107
2013,강북구,번3동,831,"2,556","1,065",889,257,"1,315",576,315,204,37,28
2013,강북구,수유1동,"1,578","5,125","2,625","1,889",853,"2,495","1,243",544,382,197,147
2013,강북구,수유2동,"1,365","4,357","2,283","1,579",673,"1,570",871,812,436,396,303
2013,강북구,수유3동,"2,379","8,413","4,634","2,651","1,192","3,458","1,815","1,432",888,872,739
2013,강북구,삼양동,"1,228","3,331","1,791","1,359",586,"1,427",817,420,291,125,97
2013,강북구,미아동,"1,967","6,580","3,495","2,220",851,"2,444","1,358","1,282",756,634,530
2013,강북구,송중동,"2,009","8,463","4,546","2,198",951,"3,924","2,208","1,491",884,850,503
2013,강북구,송천동,"2,268","7,272","3,948","2,593","1,148","2,827","1,523","1,423",929,429,348
2013,강북구,삼각산동,714,"2,190","1,307",804,353,"1,133",777,225,154,28,23
2013,강북구,우이동,994,"3,478","1,310","1,162",537,"2,003",553,246,183,67,37
2013,강북구,인수동,"1,569","5,792","2,869","1,687",647,"3,140","1,572",878,576,87,74
2013,도봉구,소계,"17,713","63,936","29,589","18,871","7,495","35,073","15,847","7,359","4,737","2,633","1,510"
2013,도봉구,쌍문1동,911,"3,803","1,855",901,323,"2,403","1,221",416,278,83,33
2013,도봉구,쌍문2동,"1,227","4,299","1,973","1,305",560,"2,177",934,679,404,138,75
2013,도봉구,쌍문3동,897,"3,182","1,630",984,413,"1,593",875,530,309,75,33
2013,도봉구,쌍문4동,594,"1,933","1,066",625,258,"1,027",612,268,185,13,11
2013,도봉구,방학1동,"2,278","9,931","4,313","2,358","1,075","6,264","2,368","1,159",789,150,81
2013,도봉구,방학2동,"1,289","2,837","1,478","1,506",609,836,527,448,322,47,20
2013,도봉구,방학3동,888,"3,161","1,473",914,306,"1,837",926,226,138,184,103
2013,도봉구,창1동,"1,078","3,390","1,908","1,134",466,"1,644",961,398,272,214,209
2013,도봉구,창2동,"1,331","4,447","2,136","1,523",635,"2,142",985,719,489,63,27
2013,도봉구,창3동,964,"1,939","1,056","1,129",474,600,417,195,152,15,13
2013,도봉구,창4동,"1,140","6,738","3,000","1,063",412,"4,519","1,817",761,440,395,331
2013,도봉구,창5동,"2,062","6,654","3,031","2,134",608,"3,581","1,797",676,437,263,189
2013,도봉구,도봉1동,"1,660","5,496","2,183","1,868",787,"2,901",987,579,345,148,64
2013,도봉구,도봉2동,"1,394","6,126","2,487","1,427",569,"3,549","1,420",305,177,845,321
2013,노원구,소계,"25,173","104,525","52,822","26,218","10,333","59,426","29,957","13,950","8,685","4,931","3,847"
2013,노원구,월계1동,"1,379","5,506","2,007","1,509",591,"3,139",977,810,434,48,5
2013,노원구,월계2동,"1,047","3,592","1,559","1,069",320,"2,335","1,135",184,100,4,4
2013,노원구,월계3동,950,"3,746","1,755",966,331,"2,334","1,121",151,115,295,188
2013,노원구,공릉2동,"1,813","10,912","5,498","1,915",776,"6,928","3,512","1,970","1,139",99,71
2013,노원구,하계1동,914,"6,791","3,241",891,364,"5,151","2,372",669,462,80,43
2013,노원구,하계2동,380,"1,064",606,407,148,595,422,49,36,13,-
2013,노원구,중계본동,"1,158","5,241","2,643","1,264",540,"2,588","1,295","1,303",737,86,71
2013,노원구,중계1동,910,"4,012","2,221",929,405,"2,151","1,261",706,416,226,139
2013,노원구,중계4동,"1,002","3,711","2,040","1,112",518,"1,779",929,786,564,34,29
2013,노원구,상계1동,"2,827","7,954","3,296","2,895",787,"3,707","1,565","1,065",703,287,241
2013,노원구,상계2동,"2,176","8,370","4,616","2,411","1,099","3,973","2,328","1,745","1,037",241,152
2013,노원구,상계5동,"1,349","3,319","1,737","1,408",622,"1,223",707,518,307,170,101
2013,노원구,상계8동,600,"1,885","1,103",637,270,"1,010",673,228,151,10,9
2013,노원구,상계9동,730,"2,360","1,294",759,295,"1,180",697,373,268,48,34
2013,노원구,상계10동,484,"2,139",890,473,168,"1,411",543,247,175,8,4
2013,노원구,상계3.4동,"1,699","4,773","1,962","1,800",719,"2,462",958,468,262,43,23
2013,노원구,상계6.7동,"1,939","14,042","8,482","1,821",736,"8,357","4,676","1,004",663,"2,860","2,407"
2013,노원구,중계2.3동,"1,233","4,835","2,873","1,337",622,"2,722","1,707",758,527,18,17
2013,노원구,공릉1동,"2,583","10,273","4,999","2,615","1,022","6,381","3,079",916,589,361,309
2013,은평구,소계,"23,953","83,203","42,476","25,933","11,096","42,019","21,962","10,691","5,937","4,560","3,481"
2013,은평구,녹번동,"1,564","8,097","3,795","1,628",707,"5,281","2,466",809,385,379,237
2013,은평구,불광1동,"1,672","6,914","4,142","1,824",840,"3,040","1,752",990,655,"1,060",895
2013,은평구,갈현1동,"1,461","5,136","2,971","1,600",705,"2,069","1,110",595,385,872,771
2013,은평구,갈현2동,"1,561","5,495","3,217","1,709",793,"2,821","1,733",804,548,161,143
2013,은평구,구산동,"1,181","5,389","2,717","1,178",418,"3,334","1,867",760,363,117,69
2013,은평구,대조동,"2,566","7,174","4,169","2,940","1,461","2,951","1,778","1,052",747,231,183
2013,은평구,응암1동,"1,615","7,074","3,486","1,644",721,"3,447","1,981","1,539",445,444,339
2013,은평구,응암2동,944,"2,214","1,049","1,090",413,"1,066",601,55,32,3,3
2013,은평구,신사1동,"1,559","3,927","1,580","1,642",526,"1,522",721,664,277,99,56
2013,은평구,신사2동,"1,216","2,933","1,133","1,231",318,"1,407",641,270,161,25,13
2013,은평구,증산동,"1,108","3,825","1,474","1,168",477,"2,221",776,353,182,83,39
2013,은평구,수색동,848,"3,003","1,101",952,411,"1,748",546,240,120,63,24
2013,은평구,진관동,"1,007","5,234","2,555",990,486,"3,819","1,815",392,237,33,17
2013,은평구,불광2동,"1,295","4,088","2,231","1,486",702,"1,739",928,488,357,375,244
2013,은평구,응암3동,"1,909","5,272","2,862","2,194",985,"2,024","1,198",814,495,240,184
2013,은평구,역촌동,"2,447","7,428","3,994","2,657","1,133","3,530","2,049",866,548,375,264
2013,서대문구,소계,"19,211","98,666","48,038","19,438","8,333","57,316","27,464","16,620","9,023","5,292","3,218"
2013,서대문구,천연동,809,"2,475","1,335",854,392,"1,204",666,380,260,37,17
2013,서대문구,홍제1동,"1,132","4,016","2,072","1,154",521,"1,824","1,041",663,252,375,258
2013,서대문구,홍제3동,"1,271","3,848","2,041","1,351",608,"1,617",904,749,452,131,77
2013,서대문구,홍제2동,592,"1,666",804,588,295,819,341,223,144,36,24
2013,서대문구,홍은1동,"1,029","2,398","1,211","1,130",492,"1,012",572,166,99,90,48
2013,서대문구,홍은2동,"1,148","5,636","2,615","1,232",495,"3,291","1,446",944,562,169,112
2013,서대문구,남가좌1동,640,"1,253",744,711,401,475,298,44,30,23,15
2013,서대문구,남가좌2동,"1,554","4,268","2,051","1,794",783,"1,913",980,526,267,35,21
2013,서대문구,북가좌1동,504,"2,025",703,494,153,"1,316",512,78,33,137,5
2013,서대문구,북가좌2동,"2,261","6,294","2,517","2,376",736,"2,353","1,024","1,273",608,292,149
2013,서대문구,충현동,"1,709","21,801","9,114","1,342",608,"16,104","6,063","2,062",974,"2,293","1,469"
2013,서대문구,북아현동,699,"1,862",895,755,299,756,381,316,198,35,17
2013,서대문구,신촌동,"3,725","30,866","17,465","3,615","1,701","18,130","10,337","7,776","4,597","1,345",830
2013,서대문구,연희동,"2,138","10,258","4,471","2,042",849,"6,502","2,899","1,420",547,294,176
2013,마포구,소계,"32,793","214,621","94,235","27,557","11,447","149,998","63,297","27,238","13,220","9,828","6,271"
2013,마포구,용강동,"2,390","15,534","6,313","1,479",660,"11,851","4,614","1,689",842,515,197
2013,마포구,대흥동,"1,628","10,395","5,138","1,613",677,"5,916","2,750","1,849","1,032","1,017",679
2013,마포구,염리동,787,"4,964","2,152",784,346,"3,804","1,639",276,123,100,44
2013,마포구,신수동,"1,382","5,800","2,869","1,256",356,"3,607","1,755",255,119,682,639
2013,마포구,서교동,"8,274","52,524","25,648","6,417","2,647","33,657","16,225","9,441","4,796","3,009","1,980"
2013,마포구,합정동,"1,843","9,941","4,418","1,566",625,"6,876","3,032",915,409,584,352
2013,마포구,망원1동,"1,380","4,690","2,347","1,469",593,"2,522","1,373",486,216,213,165
2013,마포구,망원2동,"1,246","3,392","1,432","1,246",535,"1,857",737,248,138,41,22
2013,마포구,연남동,"1,220","5,242","2,155","1,165",483,"3,085","1,383",925,244,67,45
2013,마포구,성산1동,"1,600","9,378","3,676","1,204",431,"5,954","2,443","2,042",708,178,94
2013,마포구,성산2동,"1,675","8,434","3,932","1,552",615,"5,524","2,469","1,325",825,33,23
2013,마포구,상암동,"1,761","28,598","10,140","1,330",623,"25,309","8,387","1,514",961,445,169
2013,마포구,도화동,"1,855","14,318","6,179","1,416",638,"10,545","4,361","1,705",770,652,410
2013,마포구,서강동,"1,395","10,170","4,711","1,183",473,"7,788","3,524","1,016",624,183,90
2013,마포구,공덕동,"2,622","18,749","8,174","2,387","1,051","12,192","5,290","2,563",878,"1,607",955
2013,마포구,아현동,"1,735","12,492","4,951","1,490",694,"9,511","3,315",989,535,502,407
2013,양천구,소계,"25,720","109,999","49,913","26,023","10,827","64,366","28,340","14,440","7,677","5,170","3,069"
2013,양천구,목1동,"2,617","22,037","9,381","2,022",973,"15,489","5,792","3,370","1,858","1,156",758
2013,양천구,목2동,"1,156","3,604","1,719","1,222",536,"1,820",900,370,188,192,95
2013,양천구,목3동,"1,227","3,917","2,159","1,334",646,"1,607",925,838,497,138,91
2013,양천구,목4동,"1,373","3,666","1,902","1,543",727,"1,549",877,490,256,84,42
2013,양천구,신월1동,"1,779","5,028","2,192","2,051",866,"2,243",872,578,339,156,115
2013,양천구,신월2동,"1,101","3,715","1,604","1,184",430,"1,940",853,529,282,62,39
2013,양천구,신월3동,"1,005","4,187","1,607","1,002",366,"2,451",911,471,232,263,98
2013,양천구,신월4동,"1,150","3,786","1,476","1,238",484,"1,666",661,644,288,238,43
2013,양천구,신월5동,951,"3,393","1,696","1,020",402,"1,806",963,478,255,89,76
2013,양천구,신월6동,"1,638","3,473","1,120","1,686",334,"1,300",604,364,115,123,67
2013,양천구,신월7동,"1,367","5,355","1,883","1,402",518,"3,346",961,511,342,96,62
2013,양천구,신정1동,"1,054","4,451","2,246","1,079",530,"2,734","1,396",453,182,185,138
2013,양천구,신정2동,"1,103","3,708","2,036","1,163",532,"1,838","1,080",457,259,250,165
2013,양천구,신정3동,"1,991","7,934","3,324","1,960",741,"5,116","2,116",787,407,71,60
2013,양천구,신정6동,693,"5,130","2,514",675,331,"3,975","1,855",296,193,184,135
2013,양천구,신정7동,"1,016","4,365","1,864","1,007",411,"2,709","1,066",515,293,134,94
2013,양천구,목5동,"1,489","9,703","5,464","1,450",752,"6,798","3,979","1,346",663,109,70
2013,양천구,신정4동,"3,010","12,547","5,726","2,985","1,248","5,979","2,529","1,943","1,028","1,640",921
2013,강서구,소계,"32,021","178,281","80,295","29,852","12,215","120,603","53,233","19,247","9,964","8,579","4,883"
2013,강서구,염창동,"2,157","15,145","5,923","1,649",725,"11,249","4,046","1,635",746,612,406
2013,강서구,등촌1동,"1,742","10,265","4,301","1,384",589,"7,594","2,915",982,608,305,189
2013,강서구,등촌2동,712,"3,351","1,430",705,280,"2,094",818,428,236,124,96
2013,강서구,등촌3동,"2,296","19,501","9,735","1,793",733,"14,349","7,219","1,986","1,271","1,373",512
2013,강서구,화곡본동,"1,368","3,954","2,222","1,457",643,"1,924","1,239",492,295,81,45
2013,강서구,화곡2동,842,"2,340","1,163",902,374,"1,278",687,118,72,42,30
2013,강서구,화곡3동,"1,177","3,975","2,433","1,242",558,"1,794","1,149",450,306,489,420
2013,강서구,화곡4동,"1,445","3,549","1,777","1,674",750,"1,510",820,318,181,47,26
2013,강서구,화곡6동,"1,831","11,125","5,056","1,800",803,"6,232","2,054","1,663",907,"1,430","1,292"
2013,강서구,화곡8동,"1,214","3,156","1,570","1,289",567,"1,489",808,203,107,175,88
2013,강서구,가양1동,"1,225","9,936","3,288",945,353,"5,847","1,947","2,405",854,739,134
2013,강서구,가양2동,651,"3,293","1,622",532,208,"2,062","1,121",561,193,138,100
2013,강서구,가양3동,861,"6,785","2,500",538,158,"5,229","1,942",900,346,118,54
2013,강서구,발산1동,"2,147","10,930","4,711","2,015",850,"7,346","2,906",872,486,697,469
2013,강서구,공항동,"1,822","33,019","15,891","1,531",617,"29,532","14,451","1,600",724,356,99
2013,강서구,방화1동,"1,957","7,140","3,535","1,985",861,"4,004","2,130",558,305,593,239
2013,강서구,방화2동,"3,160","12,658","4,456","2,903",815,"7,660","2,520","1,523",887,572,234
2013,강서구,방화3동,853,"3,824","1,438",795,267,"2,565",880,344,258,120,33
2013,강서구,화곡1동,"2,987","8,395","4,099","3,236","1,392","3,491","1,859","1,406",677,262,171
2013,강서구,우장산동,"1,574","5,940","3,145","1,477",672,"3,354","1,722",803,505,306,246
