기간,자치구,동,합계,,,자영업주 및 무급가족,,상용근로자,,임시 및 일용근로자,,기타 종사자,
기간,자치구,동,사업체수,총종사자수,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수
2011,구로구,개봉2동,"1,128","2,556","1,318","1,246",555,818,426,432,288,60,49
2011,구로구,개봉3동,962,"2,657","1,361","1,003",424,"1,287",698,330,218,37,21
2011,구로구,오류1동,"1,024","3,947","1,932","1,126",517,"2,009",990,540,258,272,167
2011,구로구,오류2동,"1,231","5,477","1,851","1,205",443,"3,697","1,086",526,294,49,28
2011,구로구,수궁동,"1,064","5,460","1,806","1,041",368,"3,863","1,192",506,212,50,34
2011,구로구,가리봉동,959,"2,581","1,381","1,084",522,"1,071",666,305,82,121,111
2011,구로구,구로2동,"7,497","26,478","9,516","6,659","1,780","17,312","6,372","1,853","1,011",654,353
2011,구로구,개봉1동,"1,669","5,220","2,500","1,758",704,"2,635","1,312",621,349,206,135
2011,금천구,소계,"26,092","198,094","69,820","22,013","8,344","154,264","50,135","16,770","8,300","5,047","3,041"
2011,금천구,가산동,"9,776","133,377","42,231","5,049","1,781","116,392","35,345","9,773","4,182","2,163",923
2011,금천구,독산1동,"3,108","18,883","7,118","2,963","1,075","13,485","4,511","1,890","1,129",545,403
2011,금천구,독산2동,"1,221","3,399","1,704","1,354",576,"1,400",725,429,249,216,154
2011,금천구,독산3동,"2,229","9,093","4,359","2,591","1,124","4,600","1,958","1,200",746,702,531
2011,금천구,독산4동,"1,055","3,591","1,835","1,253",554,"1,354",632,560,381,424,268
2011,금천구,시흥1동,"2,904","12,648","6,305","3,147","1,431","7,459","3,528","1,587",981,455,365
2011,금천구,시흥2동,542,"1,700",971,539,183,914,629,113,73,134,86
2011,금천구,시흥3동,"3,164","9,831","2,490","2,787",594,"6,151","1,587",830,291,63,18
2011,금천구,시흥4동,898,"1,996","1,080",975,400,730,455,95,60,196,165
2011,금천구,시흥5동,"1,195","3,576","1,727","1,355",626,"1,779",765,293,208,149,128
2011,영등포구,소계,"40,594","325,207","124,536","36,410","13,937","246,892","90,852","30,326","14,325","11,579","5,422"
2011,영등포구,여의동,"7,028","141,960","50,049","3,988","1,870","125,205","42,719","10,390","4,331","2,377","1,129"
2011,영등포구,당산1동,"3,019","18,663","7,621","2,696","1,021","12,325","4,959","1,659",527,"1,983","1,114"
2011,영등포구,당산2동,"2,196","14,389","6,474","1,838",807,"9,532","3,889","1,699",833,"1,320",945
2011,영등포구,양평1동,"3,202","20,149","6,805","2,799",571,"14,356","4,809","2,651","1,263",343,162
2011,영등포구,양평2동,"1,697","15,088","5,092","1,416",530,"12,918","4,223",573,219,181,120
2011,영등포구,신길1동,"1,214","4,365","2,251","1,366",645,"2,459","1,279",175,111,365,216
2011,영등포구,신길3동,"1,098","3,144","1,429","1,200",526,"1,636",739,299,159,9,5
2011,영등포구,신길4동,617,"1,702",960,655,259,760,450,285,249,2,2
2011,영등포구,신길5동,649,"2,665","1,377",676,261,"1,649",904,292,167,48,45
2011,영등포구,신길6동,"1,178","4,102","2,030","1,243",516,"2,162","1,114",655,379,42,21
2011,영등포구,신길7동,609,"3,360","1,652",577,243,"2,021",879,657,492,105,38
2011,영등포구,대림1동,"1,166","4,428","2,544","1,349",656,"2,416","1,427",576,381,87,80
2011,영등포구,대림2동,"1,328","5,002","2,263","1,542",767,"2,560","1,175",366,178,534,143
2011,영등포구,대림3동,"2,790","9,585","3,470","2,853",889,"5,409","1,804","1,102",639,221,138
2011,영등포구,영등포본동,"1,059","4,050","2,021","1,106",503,"2,074",982,863,531,7,5
2011,영등포구,영등포동,"5,875","31,383","14,311","5,917","2,399","19,462","9,287","3,661","2,036","2,343",589
2011,영등포구,도림동,916,"2,702","1,074",980,384,"1,371",514,278,146,73,30
2011,영등포구,문래동,"4,953","38,470","13,113","4,209","1,090","28,577","9,699","4,145","1,684","1,539",640
2011,동작구,소계,"19,895","100,296","46,733","22,093","10,102","55,853","25,490","18,089","8,334","4,261","2,807"
2011,동작구,노량진2동,"1,113","5,445","2,706","1,261",605,"2,830","1,139",402,212,952,750
2011,동작구,상도1동,"1,654","6,676","3,158","1,743",762,"3,934","1,817",920,535,79,44
2011,동작구,상도2동,"1,355","4,283","2,237","1,467",695,"2,217","1,133",471,299,128,110
2011,동작구,상도3동,962,"2,562","1,374","1,084",490,"1,028",584,252,133,198,167
2011,동작구,상도4동,982,"2,625","1,350","1,089",457,"1,223",696,305,191,8,6
2011,동작구,사당1동,"1,797","8,444","4,473","1,781",793,"4,749","2,409",927,571,987,700
2011,동작구,사당3동,987,"4,096","1,997",976,405,"2,181","1,208",900,371,39,13
2011,동작구,사당4동,697,"1,712",880,827,365,616,330,213,134,56,51
2011,동작구,사당5동,515,"1,440",668,521,192,762,401,154,73,3,2
2011,동작구,대방동,"1,607","12,150","4,451","1,593",690,"6,780","2,913","3,495",659,282,189
2011,동작구,신대방1동,987,"5,084","2,010","1,038",512,"3,143","1,126",709,276,194,96
2011,동작구,신대방2동,"1,239","19,879","9,159","1,207",566,"15,493","6,659","2,761","1,651",418,283
2011,동작구,흑석동,"1,584","10,468","4,980","1,753",848,"5,215","2,529","3,481","1,587",19,16
2011,동작구,노량진1동,"2,840","9,248","4,102","3,995","1,870","3,225","1,335","1,408",723,620,174
2011,동작구,사당2동,"1,576","6,184","3,188","1,758",852,"2,457","1,211","1,691",919,278,206
2011,관악구,소계,"25,956","108,511","50,776","28,188","12,117","54,217","25,222","21,311","10,055","4,795","3,382"
2011,관악구,보라매동,"1,243","6,272","2,757","1,325",610,"3,771","1,428","1,104",647,72,72
2011,관악구,청림동,435,"1,059",560,468,212,457,263,68,32,66,53
2011,관악구,행운동,"1,366","4,723","2,499","1,527",694,"2,417","1,348",590,327,189,130
2011,관악구,낙성대동,"1,212","8,422","4,070","1,243",570,"5,414","2,554","1,134",531,631,415
2011,관악구,중앙동,"1,445","4,861","2,481","1,417",434,"2,434","1,446",642,326,368,275
2011,관악구,인헌동,"1,099","4,669","2,320","1,260",577,"2,507","1,395",789,260,113,88
2011,관악구,남현동,815,"5,534","2,324",754,345,"3,581","1,415","1,083",455,116,109
2011,관악구,서원동,"1,222","6,378","3,457","1,282",566,"2,694","1,331","1,853","1,134",549,426
2011,관악구,신원동,871,"2,316","1,258","1,068",523,828,479,245,159,175,97
2011,관악구,서림동,827,"2,430","1,119",947,391,"1,141",504,298,198,44,26
2011,관악구,신사동,"1,404","4,392","2,026","1,619",713,"1,835",783,705,405,233,125
2011,관악구,신림동,"1,729","6,348","3,041","2,027",983,"2,625","1,303","1,250",516,446,239
2011,관악구,난향동,368,"1,376",752,399,141,909,558,68,53,-,-
2011,관악구,조원동,"2,181","6,876","3,030","2,262",844,"2,878","1,094","1,339",757,397,335
2011,관악구,대학동,"1,557","10,843","4,421","1,766",800,"5,905","2,098","3,115","1,480",57,43
2011,관악구,은천동,"1,693","7,076","3,318","1,824",784,"3,027","1,348","1,756",792,469,394
2011,관악구,성현동,814,"2,395","1,297",846,331,"1,253",747,238,167,58,52
2011,관악구,청룡동,"2,021","12,273","4,950","2,109",979,"5,788","2,498","3,985","1,140",391,333
2011,관악구,난곡동,954,"2,273","1,172","1,097",437,963,593,174,113,39,29
2011,관악구,삼성동,"1,131","2,504","1,226","1,248",505,"1,114",610,102,78,40,33
2011,관악구,미성동,"1,569","5,491","2,698","1,700",678,"2,676","1,427",773,485,342,108
2011,서초구,소계,"38,535","394,802","139,735","29,337","12,329","282,306","105,003","73,173","16,795","9,986","5,608"
2011,서초구,서초1동,"2,834","28,290","9,150","2,016",779,"19,953","6,976","5,293",759,"1,028",636
2011,서초구,서초2동,"3,587","44,553","15,391","2,211",935,"34,391","12,122","6,640","1,486","1,311",848
2011,서초구,서초3동,"6,151","69,429","24,848","4,191","1,464","53,118","19,419","9,931","2,757","2,189","1,208"
2011,서초구,서초4동,"2,473","23,937","10,049","2,056",815,"18,006","7,548","3,338","1,363",537,323
2011,서초구,잠원동,"1,899","17,707","9,686","1,594",717,"14,996","8,260",865,529,252,180
2011,서초구,반포본동,632,"2,333","1,187",643,372,"1,496",685,136,83,58,47
2011,서초구,반포1동,"1,427","9,679","4,055","1,278",585,"6,591","2,855","1,565",414,245,201
2011,서초구,반포2동,384,"1,928",903,335,171,"1,484",692,93,39,16,1
2011,서초구,반포3동,853,"8,223","3,112",770,360,"4,902","1,638","1,877",934,674,180
2011,서초구,반포4동,"2,590","26,515","12,112","2,316","1,162","19,324","8,462","4,392","2,216",483,272
2011,서초구,방배본동,"1,500","10,928","4,900","1,313",595,"8,331","3,719","1,114",511,170,75
2011,서초구,방배1동,"1,501","19,210","3,946","1,215",516,"7,166","2,856","10,773",532,56,42
2011,서초구,방배2동,"1,841","18,133","6,256","1,465",590,"10,351","3,730","5,101","1,096","1,216",840
2011,서초구,방배3동,"1,027","11,541","3,423",808,361,"6,890","2,415","3,761",624,82,23
2011,서초구,방배4동,"2,063","13,276","4,973","1,693",706,"9,710","3,838","1,629",300,244,129
2011,서초구,양재1동,"2,964","36,044","9,918","1,806",739,"23,489","7,037","9,938","1,719",811,423
2011,서초구,양재2동,"4,357","47,458","14,168","3,083","1,234","37,888","11,605","5,963","1,239",524,90
2011,서초구,내곡동,452,"5,618","1,658",544,228,"4,220","1,146",764,194,90,90
2011,강남구,소계,"57,987","635,129","252,840","41,406","17,841","497,910","198,800","74,626","25,192","21,187","11,007"
2011,강남구,신사동,"4,041","25,537","12,288","3,064","1,318","18,703","9,035","3,338","1,668",432,267
2011,강남구,논현1동,"4,650","42,824","17,538","3,288","1,371","32,818","13,499","6,055","2,226",663,442
2011,강남구,논현2동,"4,686","50,763","19,817","2,895","1,223","41,267","16,511","5,676","1,676",925,407
2011,강남구,삼성1동,"3,435","59,454","22,571","1,767",817,"53,520","19,860","3,877","1,745",290,149
2011,강남구,삼성2동,"2,869","40,289","18,336","1,933",802,"30,483","13,488","3,886","1,675","3,987","2,371"
2011,강남구,대치1동,"1,038","6,365","3,535","1,004",507,"4,049","2,188",373,247,939,593
2011,강남구,대치4동,"3,268","32,029","11,052","2,581","1,161","23,374","7,772","4,040","1,547","2,034",572
2011,강남구,역삼1동,"9,946","137,396","52,173","6,439","2,593","107,330","39,823","16,355","6,211","7,272","3,546"
2011,강남구,역삼2동,"2,663","36,591","12,402","1,727",781,"28,778","10,213","5,623","1,124",463,284
2011,강남구,도곡1동,"1,397","14,944","5,904","1,060",471,"11,033","4,795","2,441",423,410,215
2011,강남구,도곡2동,"1,577","22,680","6,999","1,047",492,"19,998","6,075","1,479",381,156,51
2011,강남구,개포1동,454,"1,462",646,468,189,769,394,195,36,30,27
2011,강남구,개포4동,"3,165","13,077","4,003","2,482",576,"8,976","2,947","1,525",436,94,44
2011,강남구,일원본동,480,"7,911","5,315",475,210,"7,077","4,868",359,237,-,-
2011,강남구,일원1동,889,"4,020","1,661",958,445,"2,359",899,637,266,66,51
2011,강남구,일원2동,514,"6,047","1,600",462,209,"5,192","1,192",378,190,15,9
2011,강남구,수서동,"1,407","17,244","5,644",815,310,"13,072","4,911","3,271",369,86,54
2011,강남구,세곡동,370,"1,766",509,319,125,"1,318",327,110,53,19,4
2011,강남구,압구정동,"3,614","27,106","14,654","2,672","1,236","21,778","11,681","2,013","1,267",643,470
2011,강남구,청담동,"3,555","36,688","17,563","2,739","1,389","27,942","14,182","5,150","1,512",857,480
2011,강남구,대치2동,"3,003","46,977","16,644","2,249","1,165","35,705","12,977","7,403","1,657","1,620",845
2011,강남구,개포2동,966,"3,959","1,986",962,451,"2,369","1,163",442,246,186,126
2011,송파구,소계,"42,778","254,120","97,457","38,229","16,012","170,833","63,547","38,947","13,864","6,111","4,034"
2011,송파구,풍납1동,833,"2,434","1,316",941,411,995,527,310,205,188,173
2011,송파구,풍납2동,"1,176","14,066","8,554","1,162",491,"11,432","7,061","1,372",952,100,50
2011,송파구,거여1동,749,"2,407","1,204",791,331,"1,440",734,73,39,103,100
2011,송파구,거여2동,"1,231","4,056","1,770","1,313",545,"2,469","1,024",251,189,23,12
2011,송파구,마천1동,918,"2,023",965,"1,003",434,863,429,114,67,43,35
2011,송파구,마천2동,"1,363","4,130","1,823","1,503",662,"2,323",982,293,173,11,6
2011,송파구,방이1동,"1,272","8,103","3,275","1,135",545,"5,619","2,172",924,417,425,141
2011,송파구,방이2동,"2,714","22,692","7,485","2,303",976,"14,935","5,102","4,720",932,734,475
2011,송파구,오륜동,523,"4,574","2,066",407,241,"3,388","1,374",762,439,17,12
2011,송파구,오금동,"3,146","17,700","5,673","2,948",945,"11,206","3,739","3,416",953,130,36
2011,송파구,송파1동,"2,503","11,219","3,866","2,291",830,"5,610","2,113","2,961",674,357,249
2011,송파구,송파2동,866,"4,986","2,039",825,367,"3,734","1,516",424,154,3,2
2011,송파구,석촌동,"2,746","15,541","5,606","2,618","1,196","9,183","3,177","3,036",662,704,571
2011,송파구,삼전동,"1,983","10,045","3,565","1,944",836,"6,101","2,065","1,847",587,153,77
2011,송파구,가락본동,"3,371","28,392","9,798","2,638","1,124","22,652","7,389","2,651","1,009",451,276
2011,송파구,가락1동,"3,670","10,718","3,072","2,273",849,"7,821","2,011",606,201,18,11
2011,송파구,가락2동,"1,913","10,124","4,030","1,785",816,"7,232","2,597",941,483,166,134
2011,송파구,문정1동,"1,387","7,385","2,621","1,209",551,"4,744","1,596","1,403",462,29,12
2011,송파구,문정2동,"1,930","10,488","3,315","1,645",617,"6,797","2,138","1,986",515,60,45
2011,송파구,장지동,"1,416","10,152","3,079","1,260",508,"7,622","1,830","1,137",685,133,56
2011,송파구,잠실본동,"3,057","17,040","7,095","2,828","1,218","10,367","4,495","3,070",884,775,498
2011,송파구,잠실4동,484,"1,948","1,118",484,224,"1,244",730,208,155,12,9
2011,송파구,잠실6동,"1,803","22,778","7,976","1,403",508,"16,080","5,208","3,864","1,237","1,431","1,023"
2011,송파구,잠실7동,194,894,523,200,108,583,334,111,81,-,-
2011,송파구,잠실2동,458,"2,576","1,297",371,171,"1,830",876,358,238,17,12
2011,송파구,잠실3동,"1,072","7,649","4,326",949,508,"4,563","2,328","2,109","1,471",28,19
2011,강동구,소계,"28,733","115,605","53,839","30,022","12,230","65,183","30,294","15,134","7,463","5,266","3,852"
2011,강동구,강일동,528,"2,789",991,498,155,"1,965",686,280,114,46,36
2011,강동구,상일동,"1,206","5,087","2,542","1,237",424,"3,368","1,810",323,204,159,104
2011,강동구,명일1동,"1,627","4,774","2,577","1,884",905,"2,128","1,152",525,316,237,204
2011,강동구,명일2동,"1,214","4,832","2,553","1,316",695,"2,438","1,166",812,506,266,186
2011,강동구,고덕1동,629,"1,908",927,675,244,"1,056",571,132,74,45,38
2011,강동구,고덕2동,"1,884","3,714","1,067","1,928",294,"1,560",621,191,121,35,31
2011,강동구,암사2동,764,"2,793","1,480",854,360,"1,542",864,340,230,57,26
2011,강동구,암사3동,577,"2,059",872,589,240,"1,282",526,132,69,56,37
2011,강동구,천호1동,"1,558","5,072","2,515","1,702",664,"2,324","1,279",784,364,262,208
2011,강동구,천호3동,"1,719","5,896","2,805","1,783",782,"2,948","1,236",662,400,503,387
2011,강동구,성내1동,"2,032","14,350","5,176","1,761",687,"9,410","3,606","3,087",845,92,38
2011,강동구,성내2동,"1,866","6,673","3,424","2,052",885,"2,862","1,326","1,034",570,725,643
2011,강동구,성내3동,"2,290","10,420","4,729","2,411","1,087","6,199","2,612","1,375",704,435,326
2011,강동구,둔촌1동,394,"1,332",598,404,199,799,302,129,97,-,-
2011,강동구,둔촌2동,"1,529","8,484","4,030","1,545",651,"6,097","2,834",688,431,154,114
2011,강동구,암사1동,"1,888","5,014","2,348","2,221",924,"2,261","1,160",471,222,61,42
2011,강동구,천호2동,"3,198","12,962","6,987","3,268","1,436","6,320","3,299","2,148","1,278","1,226",974
2011,강동구,길동,"3,830","17,446","8,218","3,894","1,598","10,624","5,244","2,021",918,907,458
2012,합계,합계,"780,887","4,541,393","1,930,559","748,290","307,599","3,022,175","1,231,796","594,247","283,434","176,681","107,730"
2012,종로구,소계,"39,486","232,857","100,080","39,190","15,919","164,869","67,146","23,061","13,540","5,737","3,475"
2012,종로구,사직동,"3,437","45,313","20,278","2,226","1,117","39,428","16,851","3,094","2,065",565,245
2012,종로구,삼청동,611,"4,646","2,392",523,289,"3,479","1,651",591,416,53,36
2012,종로구,부암동,502,"3,432","1,740",434,187,"1,943",989,995,539,60,25
2012,종로구,평창동,636,"2,499","1,294",606,326,"1,525",773,301,163,67,32
2012,종로구,무악동,610,"1,489",661,638,168,622,392,112,53,117,48
2012,종로구,교남동,550,"4,477","2,564",532,224,"3,137","1,790",363,153,445,397
2012,종로구,가회동,547,"9,661","3,010",475,253,"8,352","2,288",794,459,40,10
2012,종로구,종로1.2.3.4가동,"15,825","92,396","36,444","15,332","5,914","67,237","25,435","7,905","4,102","1,922",993
2012,종로구,종로5·6가동,"7,492","24,594","9,124","8,397","3,332","13,757","4,424","1,886","1,092",554,276
2012,종로구,이화동,"1,077","13,368","7,919",861,384,"10,171","6,026","2,139","1,399",197,110
2012,종로구,창신1동,"2,257","5,799","2,792","2,647",983,"1,815",808,868,668,469,333
2012,종로구,창신2동,860,"2,055","1,122","1,139",504,462,294,301,198,153,126
2012,종로구,창신3동,274,728,339,306,119,330,172,86,43,6,5
2012,종로구,숭인1동,530,"1,744",906,604,238,716,418,410,238,14,12
2012,종로구,숭인2동,"1,814","6,278","3,146","2,005",732,"2,552","1,073",962,681,759,660
2012,종로구,청운효자동,794,"5,234","2,073",773,396,"4,011","1,424",432,244,18,9
2012,종로구,혜화동,"1,670","9,144","4,276","1,692",753,"5,332","2,338","1,822","1,027",298,158
2012,중구,소계,"64,307","386,637","171,106","67,204","29,810","269,908","110,875","32,119","19,599","17,406","10,822"
2012,중구,소공동,"3,688","61,763","24,861","2,151",880,"53,388","20,462","3,721","2,250","2,503","1,269"
